"sample_submitter_id","MUC1","MUC12","MUC12-AS1","MUC13","MUC15","MUC16","MUC17","MUC19","MUC2","MUC20","MUC20-OT1","MUC20P1","MUC21","MUC22","MUC3A","MUC4","MUC5AC","MUC5B","MUC5B-AS1","MUC6","MUC7","MUCL1","MUCL3"
"TCGA-AF-3400-01A",158.3334,17.306,9.0396,852.2601,0,0.0032,2.4366,0,923.279,1.4695,0.8442,0,0,0,34.4944,9.0405,0.7461,159.894,0,0,0,1.1047,0
"TCGA-AG-3742-01A",14.7493,2.9584,2.7539,860.3679,0.0446,0.0018,2.6808,0,0.7711,61.2894,7.1149,60.5218,0.1266,0,52.6054,0.876,0.1514,0.0172,0,0.0474,0.0286,2.4193,0.1268
"TCGA-AF-6655-01A",114.9832,146.7875,10.0352,971.1469,0.0292,0.043,1.9815,0,141.5582,28.7204,7.4681,20.6958,0.0276,0,38.0638,10.4173,1.2785,18.6669,0,0.0248,0,0.2637,0.0553
"TCGA-CI-6623-01B",162.5375,106.5272,2.493,670.8666,0,0.0026,0.7404,0.0038,70.704,18.2376,2.2998,14.5623,0,0,46.6107,23.2013,2.8011,128.9528,0,0.167,0,0.0142,0.0198
"TCGA-DC-4749-01A",5.9209,79.7119,6.06,731.7884,0,0.0017,2.2958,0,3.9802,32.5523,3.2193,28.7147,0.0191,0,51.9369,4.7312,0.0374,2.4495,0,0.0172,0,0.0183,0
"TCGA-CI-6622-01A",135.9561,334.9272,6.8398,1349.6397,0,0,6.6753,0,291.8342,49.958,2.2108,6.05,0.0171,0,31.1595,16.9816,2.7791,65.7381,0,0.0537,0,0.1141,0.057
"TCGA-AG-A00C-01A",191.8288,68.8146,3.5424,896.0088,0,0,7.7912,0,35.1707,33.6983,5.4233,16.3916,0,0,58.6653,17.963,0.1322,46.7231,0,0.0854,0.1546,0.1089,0.0254
"TCGA-F5-6465-01A",43.1217,9.2664,1.5538,316.8194,0,0.0066,0.3365,0,11.3376,16.7589,2.0189,18.2056,0.0455,0,3.6424,1.1377,3.1369,25.5556,0,0.109,0,0.304,0
"TCGA-AG-3885-01A",353.0941,21.758,12.227,564.7237,0,0.0039,171.3075,0,311.8649,34.3099,2.0671,3.3707,0,0,153.4849,17.4122,1.4949,115.8144,0,0.4067,0.552,1.9446,0
"TCGA-AG-3727-01A",132.4919,30.519,5.0511,223.324,0,0,65.0055,0.007,688.2648,17.5,1.6938,24.7186,0,0,55.5622,57.2312,2.8396,240.5548,0,2.5095,0,0,0
"TCGA-AG-A008-01A",253.6634,26.2,1.4137,701.8105,0,0,0.6266,0,692.8727,16.0322,2.166,29.4547,0,0,37.1234,74.8633,2.4651,295.9186,0,0.5114,0,1.6663,0
"TCGA-AF-2687-01A",21.6522,2.4226,1.5501,137.6928,0.4104,0.1008,0.9446,0.0048,0.8412,20.1981,5.4927,10.0975,0.1294,0,10.3339,1.4639,0.5665,3.1397,0,0.108,0.0501,0.3001,0.0494
"TCGA-AG-3893-01A",167.9265,124.5935,4.9558,953.1252,0,0.115,3.834,0,368.9101,124.3695,4.2487,51.8832,0.114,0,77.6999,39.6009,1.5854,61.7718,0,0.1366,0,0,0
"TCGA-EI-6511-01A",42.5974,29.4304,2.9237,977.9827,0,0.009,0.2661,0.0019,1.7536,22.7088,0.8017,6.341,0,0.0094,50.3346,2.2886,0.052,1.3071,0,0.0403,0,0.1855,0.01
"TCGA-DY-A1H8-01A",28.9747,1.014,2.5989,244.4361,0,0.0013,0,0.0396,0.3604,5.5533,2.3124,0.8284,0,0,11.3971,0.3999,0.0479,0.3772,0,0.0264,0,0.014,0
"TCGA-F5-6702-01A",67.2665,42.5029,3.2626,797.3525,1.1476,1.0255,2.9553,0.0045,222.48,50.264,1.8146,14.5434,0.1225,0,38.8074,11.8663,2.2908,20.3201,0,0.0944,0,0.0502,0.0818
"TCGA-DC-5869-01A",19.4899,1.6844,3.131,436.6993,0.0254,0.0166,0.6938,0,1.4444,22.7392,1.9757,19.3967,0.024,0,16.4778,0.7664,1.1268,4.1357,0,0,0.0325,0.0458,0.032
"TCGA-AG-3725-11A",21.5439,17.9444,1.4659,351.3052,0.037,0.0015,1.7731,0,90.5621,19.6824,1.3372,6.116,0,0,15.8687,4.5064,0.0532,11.2527,0,0,0,0,0.0117
"TCGA-F5-6812-01A",28.7952,41.2533,1.1338,487.5719,0.0143,0.0129,0.9457,0.0017,4.0843,38.4279,3.8983,28.9641,0.0135,0,15.1539,9.9422,0.05,9.6192,0,0.2552,0,0.1162,0.0632
"TCGA-AG-3742-11A",28.0372,21.8264,2.0952,416.5424,0.0648,0,1.3771,0,87.9316,14.4906,1.8853,15.6427,0,0.0129,14.8839,4.584,0.1644,7.4154,0,0.0092,0,0,0.0136
"TCGA-EI-6882-01A",388.9547,46.8556,6.3662,1580.9587,0,0.0188,3.2544,0,2170.3442,11.731,2.804,3.2248,0,0,63.6415,104.9279,0.459,150.2869,0,0.1535,0,0.0593,0.1451
"TCGA-AG-3725-01A",236.6239,17.5258,4.3363,1210.3631,0,0.0043,231.5931,0.0021,35.4043,111.6435,4.7276,28.7767,0,0.0105,55.2214,56.0836,0.3287,22.5072,0,0.0224,0,0.1111,0.111
